#architect_id	architectJa	architectEn	architectJa_cleaned	architectEn_cleaned
2876	マリオ・ベリーニ|YBP設計室|野村不動産|大林組	MARIO BELLINI |YBP Design Room|NOMURA Real Estate Development|OBAYASHI Corporation	マリオ・ベリーニ|YBP設計室|野村不動産|大林組	MARIO BELLINI |YBP DESIGN ROOM|NOMURA REAL ESTATE DEVELOPMENT|OBAYASHI CORPORATION
2877	泉幸甫建築研究所	KOUSUKE IZUMI ARCHITECTS	泉幸甫建築研究所	KOUSUKE IZUMI ARCHITECTS
2878	アーキサイト	ARCHI-SIGHT	アーキサイト	ARCHI-SIGHT
2879	岩本秀三設計事務所	HIDEMI IWAMOTO ARCHITECT & ASSOCIATES	岩本秀三設計事務所	HIDEMI IWAMOTO ARCHITECT & ASSOCIATES
2880	オットー・ワーグナー	OTTO WAGNER	オットー・ワーグナー	OTTO WAGNER
2885	早稲田大学穂積研究室|古谷誠章	NOBUO HOZUMI Design Studio|NOBUAKI FURUYA	早稲田大学穂積研究室|古谷誠章	NOBUO HOZUMI DESIGN STUDIO|NOBUAKI FURUYA
2888	篠原一男アトリエ|太宏設計事務所	KAZUO SHINOHARA Atelier|Taikoh Architectural Office	篠原一男アトリエ|太宏設計事務所	KAZUO SHINOHARA ATELIER|TAIKOH ARCHITECTURAL OFFICE
2890	[A&A]アーキテクツ＋アーティスツ|ピサカ＋アソシエイツ	[A&A]ARCHITECTS & ARTISTS,TOKYO|HISAKA & Associates Architects,CAMBRIDGE	[A&A]アーキテクツ＋アーティスツ|ピサカ＋アソシエイツ	[A&A]ARCHITECTS & ARTISTS,TOKYO|HISAKA & ASSOCIATES ARCHITECTS,CAMBRIDGE
2891	大林組＋アトリエ'88	OBAYASHI Corporation+Atelier	大林組＋アトリエ'88	OBAYASHI CORPORATION+ATELIER
2894	大森一彦|ad-labo	KAZUHIKO OHMORI|Architect Department Laboratory	大森一彦|AD-LABO	KAZUHIKO OHMORI|ARCHITECT DEPARTMENT LABORATORY
2895	貴志雅樹環境企画室	M.KISHI Environment & Architecture Design Office	貴志雅樹環境企画室	M.KISHI ENVIRONMENT & ARCHITECTURE DESIGN OFFICE
2898	鹿島アソシエーツ	KAJIMA ASSOCIATES	鹿島アソシエーツ	KAJIMA ASSOCIATES
2910	妹島和世建築設計事務所	KAZUYO SEJIMA & ASSOCIATES	妹島和世建築設計事務所	KAZUYO SEJIMA & ASSOCIATES
2911	毛綱毅曠	Maekuna kikoku	毛綱毅曠	MAEKUNA KIKOKU
2918	シーラカンス|小松建設工業	COELACANTH Architect|komatsu kensetsu kogyo 	シーラカンス|小松建設工業	COELACANTH ARCHITECT|KOMATSU KENSETSU KOGYO 
2919	シーラカンス	COELACANTH ARCHITECTS	シーラカンス	COELACANTH ARCHITECTS
2920	シーラカンス|大阪市都市整備局営繕部	COELACANTH Architect|Osaka City Urban Development Bureau, Repair Department	シーラカンス|大阪市都市整備局営繕部	COELACANTH ARCHITECT|OSAKA CITY URBAN DEVELOPMENT BUREAU, REPAIR DEPARTMENT
2923	石井和紘	KAZUHIRO ISHII	石井和紘	KAZUHIRO ISHII
2924	北野俊二建築設計事務所	SHUNJI KITANO	北野俊二建築設計事務所	SHUNJI KITANO
2935	アーキドリーム|鈴木アーキテクツ	ARCHIDREAM|SUZUKI Architects	アーキドリーム|鈴木アーキテクツ	ARCHIDREAM|SUZUKI ARCHITECTS
2936	昭和設計	SHOWA SEKKEI	昭和設計	SHOWA SEKKEI
2937	隈研吾建築都市設計事務所	KENGO KUMA AND ASSOCIATE	隈研吾建築都市設計事務所	KENGO KUMA AND ASSOCIATE
2939	プランテック	PLANTEC	プランテック	PLANTEC
2940	大野秀敏＋三上建築事務所･アブル総合計画事務所	HIDETOSHI OHNO + MIKAMI A.P.L. JV	大野秀敏＋三上建築事務所･アブル総合計画事務所	HIDETOSHI OHNO + MIKAMI A.P.L. JV
2941	大野秀敏＋アプル総合計画事務所･林建築設計事務所	HIDETOSHI OHNO+A.P.L HAYASHI JV	大野秀敏＋アプル総合計画事務所･林建築設計事務所	HIDETOSHI OHNO+A.P.L HAYASHI JV
2946	磯崎新アトリエ|ジェイムズ・ステュワート・ポルシェック・アンド・パートナーズ	ARATA ISOZAKI & Associates|JAMES STEWART POLSHEK & Partners	磯崎新アトリエ|ジェイムズ・ステュワート・ポルシェック・アンド・パートナーズ	ARATA ISOZAKI & ASSOCIATES|JAMES STEWART POLSHEK & PARTNERS
2953	事業グループ：積水ハウス・アーバンライフ・住友信託銀行	Business group: sekisui house, urban life, sumitomo trust & banking	事業グループ：積水ハウス・アーバンライフ・住友信託銀行	BUSINESS GROUP: SEKISUI HOUSE, URBAN LIFE, SUMITOMO TRUST & BANKING
2954	川崎清|佐藤不二男|環境・建築研究所|佐藤総合計画|日建設計|岡田新一設計事務所	KIYOSHI KAWASAKI|FUJINO SATO |Design Institute of Landscape & Architecture|AXS SATOW|NIKKEN SEKKEI Planners Architects & Engineers|SHINICHI OKADA Architect & Associates	川崎清|佐藤不二男|環境・建築研究所|佐藤総合計画|日建設計|岡田新一設計事務所	KIYOSHI KAWASAKI|FUJINO SATO |DESIGN INSTITUTE OF LANDSCAPE & ARCHITECTURE|AXS SATOW|NIKKEN SEKKEI PLANNERS ARCHITECTS & ENGINEERS|SHINICHI OKADA ARCHITECT & ASSOCIATES
2955	ペイ・コブ・フリード・アンド・パートナーズ|日本設計	PEI COBB FREED & Partners| NIHON SEKKEI Inc.	ペイ・コブ・フリード・アンド・パートナーズ|日本設計	PEI COBB FREED & PARTNERS| NIHON SEKKEI INC.
2956	エーリッヒ・メンデルゾーン	ERICH MENDELSOHN	エーリッヒ・メンデルゾーン	ERICH MENDELSOHN
2957	原尚建築設計事務所	HISASHI HARA ARCHITECTS	原尚建築設計事務所	HISASHI HARA ARCHITECTS
2961	芦原義信建築設計研究所	Yoshinobu ashihara architects & engineers, inc.	芦原義信建築設計研究所	YOSHINOBU ASHIHARA ARCHITECTS & ENGINEERS, INC.
2963	環境システム研究所|環境開発研究所	ESCO Environmental Systems Consultations and Organization|Environmental Development Research	環境システム研究所|環境開発研究所	ESCO ENVIRONMENTAL SYSTEMS CONSULTATIONS AND ORGANIZATION|ENVIRONMENTAL DEVELOPMENT RESEARCH
2966	工藤国雄|L-HOUSE	KUNIO KUDO|L-HOUSE	工藤国雄|L-HOUSE	KUNIO KUDO|L-HOUSE
2967	工藤国雄|ヘキサ	KUNIO KUDO|HEXA Architects & Associates	工藤国雄|ヘキサ	KUNIO KUDO|HEXA ARCHITECTS & ASSOCIATES
2972	池原義郎	Y. IKEHARA ARCHITECT & ASSOCIATES	池原義郎	Y. IKEHARA ARCHITECT & ASSOCIATES
2974	黒川紀章建築都市設計事務所|北京市建築設計院	KISHO KUROKAWA Architect & Associates|Beijing institue of Architecture	黒川紀章建築都市設計事務所|北京市建築設計院	KISHO KUROKAWA ARCHITECT & ASSOCIATES|BEIJING INSTITUE OF ARCHITECTURE
2977	ESPAD 環境建築研究所	Environmental Space Plannning & Architectural Design	ESPAD 環境建築研究所	ENVIRONMENTAL SPACE PLANNNING & ARCHITECTURAL DESIGN
2979	ヘリット・トマス・リートフェルト	GERRIT THOMAS RIETVELD	ヘリット・トマス・リートフェルト	GERRIT THOMAS RIETVELD
2986	渡辺誠／アーキテクツ オフィス	MAKOTO SEI WATANABE/ARCHITECTS' OFFICE	渡辺誠／アーキテクツ オフィス	MAKOTO SEI WATANABE/ARCHITECTS' OFFICE
2990	SMS嶋田宮城設計室	SHIMADA MIYAGI Architects & Associates	SMS嶋田宮城設計室	SHIMADA MIYAGI ARCHITECTS & ASSOCIATES
2991	技杢・浅井康行建築工房	YASUYUKI ASAI Architect Design Atelier	技杢・浅井康行建築工房	YASUYUKI ASAI ARCHITECT DESIGN ATELIER
2998	武澤秀一＋用美強建築都市設計	SHUICHI TAKEZAWA & YOーBiーKyo	武澤秀一＋用美強建築都市設計	SHUICHI TAKEZAWA & YO-BI-KYO
3000	ヘキサ＋中筋修	HEXA	ヘキサ＋中筋修	HEXA
3001	工藤国雄|LーHOUSE	KUNIO KUDO|L-HOUSE	工藤国雄|L-HOUSE	KUNIO KUDO|L-HOUSE
3004	カルロ・スカルパ	CARLO SCARPA	カルロ・スカルパ	CARLO SCARPA
3008	富永譲＋フォルムシステム	Yuzuru Tominaga+Form System Institute	富永譲＋フォルムシステム	YUZURU TOMINAGA+FORM SYSTEM INSTITUTE
3010	西野建築研究所＋ZENPLAN	ZENPLAN Associates	西野建築研究所＋ZENPLAN	ZENPLAN ASSOCIATES
3014	オスカー・トゥスケ	OSCAR TUSQUETS	オスカー・トゥスケ	OSCAR TUSQUETS
3015	クリスチャン・ド・ポルザンパルク	Atelier CHRISTIAN DE PORTZAMPARC	クリスチャン・ド・ポルザンパルク	ATELIER CHRISTIAN DE PORTZAMPARC
3017	マーク・マック	MARK MACK	マーク・マック	MARK MACK
3018	レム・クールハース	Rem Koolhaas	レム・クールハース	REM KOOLHAAS
3019	スティーブン・ホール・アーキテクツ	STEVEN HOLL Architects	スティーブン・ホール・アーキテクツ	STEVEN HOLL ARCHITECTS
3024	清水建設|NTT都市開発	SHIMIZU Corporation|NTTーUrban Development	清水建設|NTT都市開発	SHIMIZU CORPORATION|NTT-URBAN DEVELOPMENT
3025	大成建設設計本部	TAISEI CORPORATION	大成建設	TAISEI CORPORATION
3026	鹿島建設|KMD	KAJIMA Corporation|KAPLAN McLAUGHLIN DIAZ	鹿島建設|KMD	KAJIMA CORPORATION|KAPLAN MCLAUGHLIN DIAZ
3027	遠藤剛生建築設計事務所	TAKAO ENDO Architect Office	遠藤剛生建築設計事務所	TAKAO ENDO ARCHITECT OFFICE
3032	上田篤都市建築研究所	UEDA ATSUSHI & ASSOCIATES	上田篤都市建築研究所	UEDA ATSUSHI & ASSOCIATES
3037	藤森照信|内田祥士	TERUNOBU FUJIMORI | YOSHIO UCHIDA (SYUSAKUSYA)	藤森照信|内田祥士	TERUNOBU FUJIMORI | YOSHIO UCHIDA (SYUSAKUSYA)
3042	森ビル設計研究所|ミカエル・グラニット|入江三宅設計事務所	MORI BIRU Architects & Engineers| MICHAEL GRANIT| IRIE MIYAKE Architects & Engineers	森ビル設計研究所|ミカエル・グラニット|入江三宅設計事務所	MORI BIRU ARCHITECTS & ENGINEERS| MICHAEL GRANIT| IRIE MIYAKE ARCHITECTS & ENGINEERS
3043	アーキノーバ建築研究所	ARCHINOVA Associates/Architects	アーキノーバ建築研究所	ARCHINOVA ASSOCIATES/ARCHITECTS
3044	清水建設|モリヤマ・アンド・テシマ・プランナーズ社	SHIMIZU Corporation |MORIYAMA & TESHIMA Planners Limited	清水建設|モリヤマ・アンド・テシマ・プランナーズ社	SHIMIZU CORPORATION |MORIYAMA & TESHIMA PLANNERS LIMITED
3045	團・青島建築設計事務所	DAN+AOSHIMA Associates	團・青島建築設計事務所	DAN+AOSHIMA ASSOCIATES
3046	團・青島建築設計事務所	DAN+AOSHIMA Associates	團・青島建築設計事務所	DAN+AOSHIMA ASSOCIATES
3047	山下和正	KAZUMASA YAMASHITA+KAZUMASA YAMASHITA Architect & Associates	山下和正	KAZUMASA YAMASHITA+KAZUMASA YAMASHITA ARCHITECT & ASSOCIATES
3048	八束はじめ＋ユーピーエム	HAJIMEYATSUKA+UPM(URBAN PROJECT MACHINE)	八束はじめ＋ユーピーエム	HAJIMEYATSUKA+UPM(URBAN PROJECT MACHINE)
3050	芦原信孝アソシエイツ	NOBUTAKA ASHIHARA Associates	芦原信孝アソシエイツ	NOBUTAKA ASHIHARA ASSOCIATES
3055	アーキブレーン建築研究所|竹中工務店	ARCHIBRAIN Associates|TAKENAKA Corporation	アーキブレーン建築研究所|竹中工務店	ARCHIBRAIN ASSOCIATES|TAKENAKA CORPORATION
3059	フォスターアソシエイツ|大林組	FOSTER Associates|OBAYASHI Corporation	フォスターアソシエイツ|大林組	FOSTER ASSOCIATES|OBAYASHI CORPORATION
3060	UR建築研究所 楠本菊實|Ks Architects	Urban Renewal Architect Office|Ks Architects	UR建築研究所 楠本菊實|KS ARCHITECTS	URBAN RENEWAL ARCHITECT OFFICE|KS ARCHITECTS
3061	武澤秀一・用美強建築都市設計	SHUICHI TAKEZAWA & YO-Bi-Kyo	武澤秀一・用美強建築都市設計	SHUICHI TAKEZAWA & YO-BI-KYO
3064	鈴木恂＋AMS	MAKOTO SUZUKI + AMS ARCHITECTS	鈴木恂＋AMS	MAKOTO SUZUKI + AMS ARCHITECTS
3065	Team Zoo いるか設計集団|神戸大学重村研究室	Team Zoo Atelier IRUKA|Shigemura Laboratory	TEAM ZOO いるか設計集団|神戸大学重村研究室	TEAM ZOO ATELIER IRUKA|SHIGEMURA LABORATORY
3066	安田侃	KAN YASUDA	安田侃	KAN YASUDA
3074	日本設計|第一工房	NIHON SEKKEI| DAIICHI-KOBO Associates	日本設計|第一工房	NIHON SEKKEI| DAIICHI-KOBO ASSOCIATES
3077	安藤忠雄建築研究所|ティラケル・ポンス|チコ・コンティジョ|マルコ・カルドナ	TADAO ANDO |J.C. THEILACKER PONS|J.F. CHICO CONTIJOCH| J.M.MARCO CARDONA	安藤忠雄建築研究所|ティラケル・ポンス|チコ・コンティジョ|マルコ・カルドナ	TADAO ANDO |J.C. THEILACKER PONS|J.F. CHICO CONTIJOCH| J.M.MARCO CARDONA
3078	スタジオ・デ・ルッキ	STUDIO DE LUCCHI	スタジオ・デ・ルッキ	STUDIO DE LUCCHI
3079	デビット・チッパーフィールド アーキテクツ	CAVID DHIPPERFIELD Architects|	デビット・チッパーフィールド アーキテクツ	CAVID DHIPPERFIELD ARCHITECTS|
3080	小林克弘＋デザインスタジオ|小林研究室	KATSUHIRO KOBAYASHI+Design Studio|Kobayashi Lab	小林克弘＋デザインスタジオ|小林研究室	KATSUHIRO KOBAYASHI+DESIGN STUDIO|KOBAYASHI LAB
3081	小林克弘＋デザインスタジオ	KATSUHIRO KOBAYASHI + DESIGN STUDIO ARCHITECTS	小林克弘＋デザインスタジオ	KATSUHIRO KOBAYASHI + DESIGN STUDIO ARCHITECTS
3086	隈研吾|空間研究所|C.O.T	KENGO KUMA|Spatial Design Studio|Consultants of Technology	隈研吾|空間研究所|C.O.T	KENGO KUMA|SPATIAL DESIGN STUDIO|CONSULTANTS OF TECHNOLOGY
3092	横河健＋横河設計工房	KEN YOKOGAWA Architect & Associates	横河健＋横河設計工房	KEN YOKOGAWA ARCHITECT & ASSOCIATES
3093	橋本文隆設計室	F HASHIMOTO & Urbanists	橋本文隆設計室	F HASHIMOTO & URBANISTS
3095	池原義郎・建築設計事務所	Y.IKEHARA  ARCHITECT & ASSOCIATES	池原義郎・建築設計事務所	Y.IKEHARA  ARCHITECT & ASSOCIATES
3099	原広司	HIROSHI HARA	原広司	HIROSHI HARA
3102	長坂大	NAGASAKA DAI/Mega	長坂大	NAGASAKA DAI/MEGA
3103	三輪正弘	MIWA ENVIRONMENTAL PLANING CO., LTD	三輪正弘	MIWA ENVIRONMENTAL PLANING CO., LTD
3105	北山孝二郎＋K計画事務所	K ARCHITECT & ASSOCIATES	北山孝二郎＋K計画事務所	K ARCHITECT & ASSOCIATES
3109	アーキテクトファイブ＋川村純一＋堀越英嗣＋松岡拓公雄	ARCHITECT ５ PARTNERSHIP	アーキテクトファイブ＋川村純一＋堀越英嗣＋松岡拓公雄	ARCHITECT 5 PARTNERSHIP
3112	芦原建築設計研究所	Y.ASHIHARA Architect & Associates|	芦原建築設計研究所	Y.ASHIHARA ARCHITECT & ASSOCIATES|
3113	ミド同人＋永田包昭	MAYEKAWA ASSOCIATES,ARCHITECTS & ENGINEERS	ミド同人＋永田包昭	MAYEKAWA ASSOCIATES,ARCHITECTS & ENGINEERS
3115	高橋晶子＋高橋寛＋ワークステーション	AKIKO & HIROSHI TAKAHASHI, WORK STATION	高橋晶子＋高橋寛＋ワークステーション	AKIKO & HIROSHI TAKAHASHI, WORK STATION
3117	首藤廣剛＋アルカイック	HIRO SYUDO & ARCHAIC ASSOCIATES	首藤廣剛＋アルカイック	HIRO SYUDO & ARCHAIC ASSOCIATES
3120	木村丈夫＋TAO ARCHITECTS	TAKEO KIMURA+TAO ARCHITECTS	木村丈夫＋TAO ARCHITECTS	TAKEO KIMURA+TAO ARCHITECTS
3121	KAJIMA DESIGN	KAJIMA DESIGN	KAJIMA DESIGN	KAJIMA DESIGN
3125	八木幸二＋UDA	KOJI YAGI+UDA	八木幸二＋UDA	KOJI YAGI+UDA
3127	大野秀敏＋アプル総合計画事務所	HIDETOSHI OHNO+ARCHITECTS&PLANNERS LEAGUE	大野秀敏＋アプル総合計画事務所	HIDETOSHI OHNO+ARCHITECTS&PLANNERS LEAGUE
3130	八重樫直人	HIROSHI HARA+ATELIER	八重樫直人	HIROSHI HARA+ATELIER
3133	アイゼンマン・アーキテクツ|銭高組|布谷	EIESNMAN ARCHITECTS| THE ZENIDAKA CORPORATION|DESIGN DEPARTMENT OF NUNOTANI COMPANY	アイゼンマン・アーキテクツ|銭高組|布谷	EIESNMAN ARCHITECTS| THE ZENIDAKA CORPORATION|DESIGN DEPARTMENT OF NUNOTANI COMPANY
3136	リカルド・ボフィル|タリエール・デ・アーキテクトゥラ|KAJIMA DESIGN	RICARDO BOFILL |TALLER DE ARQUITECTURA| KAJIMA DESIGN	リカルド・ボフィル|タリエール・デ・アーキテクトゥラ|KAJIMA DESIGN	RICARDO BOFILL |TALLER DE ARQUITECTURA| KAJIMA DESIGN
3139	アルセッド建築研究所|富山建築設計監理協同組合	ALSED | TOTAL ARCHITECTURAL COMMUNITY TOYAMA	アルセッド建築研究所|富山建築設計監理協同組合	ALSED | TOTAL ARCHITECTURAL COMMUNITY TOYAMA
3141	三上建築事務所	MIKAMI ARCHITECTS	三上建築事務所	MIKAMI ARCHITECTS
3142	板倉建築研究所大阪事務所	SAKAKURA ASSOCIATES, ARCHITECTS & ENGINEERS	板倉建築研究所大阪事務所	SAKAKURA ASSOCIATES, ARCHITECTS & ENGINEERS
3143	久米設計|白江建築研究所|設計共同企業体	KUME SKKKEI| SHIRAE ASSOCIATES|JV	久米設計|白江建築研究所|設計共同企業体	KUME SKKKEI| SHIRAE ASSOCIATES|JV
3144	富永譲＋フォルムシステム設計研究所	YUZURU TOMINAGA+FORM SYSTEM INSTITUTE	富永譲＋フォルムシステム設計研究所	YUZURU TOMINAGA+FORM SYSTEM INSTITUTE
3151	梵設計作務室	VON JOURCAUX STUDIO	梵設計作務室	VON JOURCAUX STUDIO
3152	宮森洋一郎建築設計室	YOICHIRO MIYAMORI ARCHITECT & ASSOCIATES	宮森洋一郎建築設計室	YOICHIRO MIYAMORI ARCHITECT & ASSOCIATES
3154	宮崎浩＋プランツアソシエイツ	HIROSHI MIYAZAKI/PLANTS ASSOCIATES	宮崎浩＋プランツアソシエイツ	HIROSHI MIYAZAKI/PLANTS ASSOCIATES
3155	大江匡＋プランテック	PLANTEC	大江匡＋プランテック	PLANTEC
3156	野沢誠＋GETT|ヴィンセント・A・ヴァンハーフ	MAKOTO NOZAWA+GETT| VINCENT A. VAN HAAFF	野沢誠＋GETT|ヴィンセント・A・ヴァンハーフ	MAKOTO NOZAWA+GETT| VINCENT A. VAN HAAFF
3162	トム・ヘネガン|インガ・ダグフィンスドッター|桜樹会・古川建築事務所|共同体	TOM HENEGHAN|INGA DAGFINNSDOTTIR. ARCHITECTS|OJUKAI FURUKAWA ARCHITECTS|JV	トム・ヘネガン|インガ・ダグフィンスドッター|桜樹会・古川建築事務所|共同体	TOM HENEGHAN|INGA DAGFINNSDOTTIR. ARCHITECTS|OJUKAI FURUKAWA ARCHITECTS|JV
3163	ホセ＝アントニオ・マルチネス・ラペーニャ|エリアス・トーレス・トゥール|大和設計	JOSE=ANTONIO MARTINEZ LAPENA|ELIAS TORRES TUR | DAIWA SEKKEI	ホセ＝アントニオ・マルチネス・ラペーニャ|エリアス・トーレス・トゥール|大和設計	JOSE=ANTONIO MARTINEZ LAPENA|ELIAS TORRES TUR | DAIWA SEKKEI
3165	古市徹雄＋都市建築研究所	FURUICHI & ASSOCIATES	古市徹雄都市建築研究所	FURUICHI & ASSOCIATES
3168	新日本製鐵建築事業部	NIPPON STEEL Corporation	新日本製鐵建築事業部	NIPPON STEEL CORPORATION
3169	松田平田	MHS Planners, Architects & Engineers	松田平田設計	MHS PLANNERS, ARCHITECTS & ENGINEERS
3172	久米建築事務所|日本都市開発|設計共同企業体	KUME Architects|Engineers,Japan Design of City Development|JV	久米建築事務所|日本都市開発|設計共同企業体	KUME ARCHITECTS|ENGINEERS,JAPAN DESIGN OF CITY DEVELOPMENT|JV
3173	KAJIMA DESIGN|王子不動産	KAJIMA DESIGN| OJI Real Estate	KAJIMA DESIGN|王子不動産	KAJIMA DESIGN| OJI REAL ESTATE
3175	アーキアン建築研究所	ARCHIAN/TAKUZOU UTSUGI	アーキアン建築研究所	ARCHIAN/TAKUZOU UTSUGI
3178	水野一郎＋田中光＋小矢部市設計連合|金沢計画研究所	ICHIRO MIZUNO, HIKARU TANAKA+OYABE ARCHITECT'S DESIGN| KANAZAWA PLANNING RESEARCH	水野一郎＋田中光＋小矢部市設計連合|金沢計画研究所	ICHIRO MIZUNO, HIKARU TANAKA+OYABE ARCHITECT'S DESIGN| KANAZAWA PLANNING RESEARCH
3184	石田信男＋増田一眞	NOBUO ISHIDA+KAZUMA MASUDA	石田信男＋増田一眞	NOBUO ISHIDA+KAZUMA MASUDA
3186	森山竜司＋小山公平＋アル・ヨーク	AR YOQ Architects	森山竜司＋小山公平＋アル・ヨーク	AR YOQ ARCHITECTS
3190	勅使河原宏|水野一郎+金沢計画研究所	TESHIGAWARAHIROSHI|ICHIRO MIZUNO+KANAZAWA Plannning Research	勅使河原宏|水野一郎+金沢計画研究所	TESHIGAWARAHIROSHI|ICHIRO MIZUNO+KANAZAWA PLANNNING RESEARCH
3193	榛澤敏郎設計事務所	T. HANAZAWA Architect & Associates	榛澤敏郎設計事務所	T. HANAZAWA ARCHITECT & ASSOCIATES
3195	ダムダン空間工作所	DAM-DAM Corporation	ダムダン空間工作所	DAM-DAM CORPORATION
3196	デイヴィッド チッパーフィールド アーキテクツ	DAVID CHIPPERFIELD Architects	デイヴィッド チッパーフィールド アーキテクツ	DAVID CHIPPERFIELD ARCHITECTS
3197	上田建築事務所	TAKAYO AGETA & Associates|	上田建築事務所	TAKAYO AGETA & ASSOCIATES|
